Morgantown,West Virginia,1285,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/ad050176/Morgantown-WV
Farmington Hills,Michigan,1268,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/5a72e720/Farmington-Hills-MI
San Ramon,California,1264,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/029f60ba/San-Ramon-CA
Sterling,Virginia,1255,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/896542aa/Sterling-VA
Malvern,Pennsylvania,1252,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/29d4bdb1/Malvern-PA
Dubuque,Iowa,1251,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/0f6e5b2c/Dubuque-IA
Richland,Washington,1251,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/ea4d7d07/Richland-WA
Richardson,Texas,1250,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/ac75788a/Richardson-TX
Duluth,Georgia,1250,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/6779eab5/Duluth-GA
Binghamton,New York,1248,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/afcbd3eb/Binghamton-NY
El Segundo,California,1247,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/ed292761/El-Segundo-CA
Norwalk,Connecticut,1247,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/0aaf4d2b/Norwalk-CT
Littleton,Colorado,1244,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/62491f2d/Littleton-CO
Kirkland,Washington,1243,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/50bf97f6/Kirkland-WA
Menlo Park,California,1242,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/f8576d4a/Menlo-Park-CA
Framingham,Massachusetts,1240,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/0f128a02/Framingham-MA
Poughkeepsie,New York,1239,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/470c5258/Poughkeepsie-NY
State College,Pennsylvania,1238,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/d7a9e805/State-College-PA
Eden Prairie,Minnesota,1236,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/cdafad08/Eden-Prairie-MN
Bozeman,Montana,1235,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/4fd84921/Bozeman-MT
Bloomington,Minnesota,1234,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/3f3b951c/Bloomington-MN
Olathe,Kansas,1229,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/39f38f51/Olathe-KS
Beaverton,Oregon,1228,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/1b035043/Beaverton-OR
Burlington,Massachusetts,1228,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/89aa0d0c/Burlington-MA
Glendale,California,1227,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/754548ca/Glendale-CA
Logan,Utah,984,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/136a5416/Logan-UT
Ashburn,Virginia,977,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/b19d381b/Ashburn-VA
Lenexa,Kansas,974,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/6fa4ef33/Lenexa-KS
Vienna,Virginia,958,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/13a6e581/Vienna-VA
Longmont,Colorado,943,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/c1cfa01d/Longmont-CO
Andover,Massachusetts,940,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/f424a551/Andover-MA
Lehi,Utah,939,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/92856989/Lehi-UT
Ithaca,New York,921,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/1a9d67d1/Ithaca-NY
Folsom,California,904,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/396e8ca0/Folsom-CA
Woburn,Massachusetts,897,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/2e1e34a4/Woburn-MA
Broomfield,Colorado,888,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/8bf66254/Broomfield-CO
Fort Walton Beach,Florida,807,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/26e3d6a9/Fort-Walton-Beach-FL
Ames,Iowa,806,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/00ffa381/Ames-IA
Eagan,Minnesota,779,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/eabf0579/Eagan-MN
Milpitas,California,744,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/6c79c49d/Milpitas-CA
Altoona,Pennsylvania,698,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/a4160a4e/Altoona-PA
Johnstown,Pennsylvania,688,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/74270f5a/Johnstown-PA
Minnetonka,Minnesota,679,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/a9bcab9b/Minnetonka-MN
Tysons Corner,Virginia,674,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/e8cb4ae3/Tysons-Corner-VA
Mason,Ohio,658,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/1efacbdd/Mason-OH
Blacksburg,Virginia,640,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/9f7734b7/Blacksburg-VA
Germantown,Maryland,638,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/6ccac23f/Germantown-MD
Culver City,California,574,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/f31e79e0/Culver-City-CA
Horsham,Pennsylvania,555,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/1ba2b48e/Horsham-PA
Morrisville,North Carolina,541,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/1379a8db/Morrisville-NC
Solon,Ohio,505,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/2685a1c0/Solon-OH
Natick,Massachusetts,442,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/aef11e96/Natick-MA
Florham Park,New Jersey,409,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/5252a697/Florham-Park-NJ
Pullman,Washington,380,http://www.payscale.com/research/US/Job=Software_Engineer/Salary/459c2b09/Pullman-WA
